Date,Open Price,High,Low,No. of Trades,Volume,Value,Last Trade Price,Last Trade Date,Prev. Close,Closing Price,Net Change,,%
30/08/2017,2.09,2.11,2.09,50,"2,463,411","5,190,115.27",2.11,30/08/2017,2.1,2.11,0.01,,0.48
29/08/2017,2.08,2.1,2.07,34,"1,654,772","3,450,370.37",2.1,29/08/2017,2.09,2.1,0.01,,0.48
28/08/2017,2.07,2.09,2.07,25,"2,463,000","5,122,843.24",2.09,28/08/2017,2.08,2.09,0.01,,0.48
27/08/2017,2.07,2.09,2.07,26,"2,024,000","4,210,620.00",2.08,27/08/2017,2.09,2.08,-0.01,,-0.48
24/08/2017,2.09,2.09,2.07,14,"3,198,818","6,685,505.28",2.09,24/08/2017,2.1,2.09,-0.01,,-0.48
23/08/2017,2.07,2.1,2.07,11,"318,300","665,348.51",2.1,23/08/2017,2.1,2.1,0,,0
22/08/2017,2.07,2.1,2.07,11,"428,643","898,101.53",2.1,22/08/2017,2.09,2.1,0.01,,0.48
21/08/2017,2.08,2.1,2.07,21,"1,231,982","2,575,102.56",2.09,21/08/2017,2.08,2.09,0.01,,0.48
20/08/2017,2.08,2.09,2.07,40,"1,995,481","4,142,903.99",2.08,20/08/2017,2.11,2.08,-0.03,,-1.42
17/08/2017,2.11,2.14,2.1,71,"2,867,852","6,072,394.73",2.11,17/08/2017,2.08,2.11,0.03,,1.44
16/08/2017,2.06,2.08,2.06,26,"2,050,033","4,244,037.96",2.08,16/08/2017,2.08,2.08,0,,0
15/08/2017,2.08,2.08,2.05,34,"1,472,500","3,037,044.66",2.08,15/08/2017,2.07,2.08,0.01,,0.48
14/08/2017,2.07,2.07,2.06,21,"1,332,201","2,752,186.07",2.07,14/08/2017,2.08,2.07,-0.01,,-0.48
13/08/2017,2.07,2.11,2.07,16,"496,728","1,034,366.96",2.08,13/08/2017,2.09,2.08,-0.01,,-0.48
10/8/2017,2.09,2.1,2.07,17,"787,286","1,640,488.58",2.09,10/8/2017,2.08,2.09,0.01,,0.48
9/8/2017,2.12,2.13,2.07,77,"5,057,680","10,573,671.34",2.08,9/8/2017,2.15,2.08,-0.07,,-3.26
8/8/2017,2.11,2.2,2.11,120,"5,927,169","12,802,327.42",2.15,8/8/2017,2.11,2.15,0.04,,1.9
7/8/2017,2.08,2.11,2.08,28,"888,096","1,854,045.12",2.11,7/8/2017,2.07,2.11,0.04,,1.93
6/8/2017,2.07,2.07,2.06,16,"391,653","808,721.71",2.07,6/8/2017,2.08,2.07,-0.01,,-0.48
3/8/2017,2.07,2.08,2.07,11,"110,979","230,057.01",2.08,3/8/2017,2.09,2.08,-0.01,,-0.48
2/8/2017,2.08,2.09,2.08,33,"747,875","1,557,445.36",2.09,2/8/2017,2.08,2.09,0.01,,0.48
1/8/2017,2.07,2.09,2.07,33,"1,493,000","3,104,769.21",2.08,1/8/2017,2.07,2.08,0.01,,0.48
31/07/2017,2.06,2.1,2.06,30,"869,631","1,803,242.61",2.07,31/07/2017,2.08,2.07,-0.01,,-0.48
30/07/2017,2.05,2.09,2.05,34,"783,033","1,616,879.12",2.08,30/07/2017,2.08,2.08,0,,0
27/07/2017,2.11,2.12,2.07,56,"1,920,000","4,028,173.00",2.08,27/07/2017,2.07,2.08,0.01,,0.48
26/07/2017,2.05,2.07,2.05,6,"199,189","409,487.45",2.07,26/07/2017,2.04,2.07,0.03,,1.47
25/07/2017,2.05,2.06,2.04,16,"256,124","524,683.26",2.04,25/07/2017,2.06,2.04,-0.02,,-0.97
24/07/2017,2.07,2.08,2.06,22,"857,110","1,769,334.43",2.06,24/07/2017,2.08,2.06,-0.02,,-0.96
23/07/2017,2.07,2.12,2.06,37,"1,262,317","2,636,390.87",2.08,23/07/2017,2.05,2.08,0.03,,1.46
20/07/2017,2.08,2.09,2.05,24,"379,245","781,590.50",2.05,20/07/2017,2.08,2.05,-0.03,,-1.44
19/07/2017,2.08,2.09,2.08,14,"315,980","657,488.40",2.08,19/07/2017,2.09,2.08,-0.01,,-0.48
18/07/2017,2.1,2.1,2.08,24,"1,049,211","2,183,156.44",2.09,18/07/2017,2.1,2.09,-0.01,,-0.48
17/07/2017,2.1,2.11,2.09,36,"834,099","1,755,492.78",2.1,17/07/2017,2.11,2.1,-0.01,,-0.47
16/07/2017,2.1,2.13,2.1,26,"433,543","914,995.30",2.11,16/07/2017,2.1,2.11,0.01,,0.48
13/07/2017,2.12,2.12,2.1,18,"463,441","977,095.79",2.1,13/07/2017,2.13,2.1,-0.03,,-1.41
12/7/2017,2.08,2.14,2.08,94,"2,868,699","6,096,504.12",2.13,12/7/2017,2.08,2.13,0.05,,2.4
11/7/2017,2.08,2.12,2.08,50,"840,359","1,757,230.12",2.08,11/7/2017,2.08,2.08,0,,0
10/7/2017,2.1,2.13,2.07,38,"1,060,441","2,214,628.60",2.08,10/7/2017,2.12,2.08,-0.04,,-1.89
9/7/2017,2.06,2.14,2.06,27,"471,109","991,117.19",2.12,9/7/2017,2.1,2.12,0.02,,0.95
6/7/2017,2.07,2.11,2.07,31,"837,341","1,756,499.38",2.1,6/7/2017,2.1,2.1,0,,0
5/7/2017,2.1,2.11,2.07,42,"1,161,383","2,416,546.17",2.1,5/7/2017,2.1,2.1,0,,0
4/7/2017,2.08,2.2,2.08,91,"2,876,917","6,200,238.84",2.1,4/7/2017,2.1,2.1,0,,0
3/7/2017,2.06,2.14,2.06,59,"2,144,460","4,530,280.19",2.1,3/7/2017,2.1,2.1,0,,0
2/7/2017,2.1,2.1,2.05,27,"482,247","999,223.42",2.1,2/7/2017,2.1,2.1,0,,0
29/06/2017,2.04,2.12,2.04,50,"2,850,123","5,984,928.56",2.1,29/06/2017,2.07,2.1,0.03,,1.45
28/06/2017,2.1,2.15,2.07,23,"217,066","454,291.11",2.07,28/06/2017,2.1,2.07,-0.03,,-1.43
