Date,Open Price,High,Low,No. of Trades,Volume,Value,Last Trade Price,Last Trade Date,Prev. Close,Closing Price,Net Change,,%
30/08/2017,0,0,0,0,0,0,0,29/08/2017,2.08,2.08,0,,0
29/08/2017,2.07,2.11,1.97,12,"84,565","169,811.92",2.08,29/08/2017,2.06,2.08,0.02,,0.97
28/08/2017,1.98,2.06,1.98,2,"8,065","16,608.70",2.06,28/08/2017,2.09,2.06,-0.03,,-1.44
27/08/2017,0,0,0,0,0,0,0,24/08/2017,2.09,2.09,0,,0
24/08/2017,2.01,2.09,2.01,4,"18,302","37,211.76",2.09,24/08/2017,2.13,2.09,-0.04,,-1.88
23/08/2017,2.13,2.13,2.13,1,"15,763","33,575.19",2.13,23/08/2017,2.14,2.13,-0.01,,-0.47
22/08/2017,2.14,2.14,2.06,3,"11,000","22,747.04",2.14,22/08/2017,2.07,2.14,0.07,,3.38
21/08/2017,0,0,0,0,0,0,0,17/08/2017,2.07,2.07,0,,0
20/08/2017,0,0,0,0,0,0,0,17/08/2017,2.07,2.07,0,,0
17/08/2017,2,2.08,1.97,22,"209,088","419,429.53",2.07,17/08/2017,2.18,2.07,-0.11,,-5.05
16/08/2017,2,2.18,2,2,"10,066","21,932.00",2.18,16/08/2017,2.19,2.18,-0.01,,-0.46
15/08/2017,0,0,0,0,0,0,0,14/08/2017,2.19,2.19,0,,0
14/08/2017,2.19,2.19,2.19,1,100,219,2.19,14/08/2017,2.01,2.19,0.18,,8.96
13/08/2017,1.93,2.24,1.93,5,"1,334","2,727.92",2.01,13/08/2017,2.11,2.01,-0.1,,-4.74
10/8/2017,2.11,2.11,2.11,3,"41,000","86,510.00",2.11,10/8/2017,2.32,2.11,-0.21,,-9.05
9/8/2017,0,0,0,0,0,0,0,1/8/2017,2.32,2.32,0,,0
8/8/2017,0,0,0,0,0,0,0,1/8/2017,2.32,2.32,0,,0
7/8/2017,0,0,0,0,0,0,0,1/8/2017,2.32,2.32,0,,0
6/8/2017,0,0,0,0,0,0,0,1/8/2017,2.32,2.32,0,,0
3/8/2017,0,0,0,0,0,0,0,1/8/2017,2.32,2.32,0,,0
2/8/2017,0,0,0,0,0,0,0,1/8/2017,2.32,2.32,0,,0
1/8/2017,2.14,2.32,2.14,2,"28,649","61,848.86",2.32,1/8/2017,2.35,2.32,-0.03,,-1.28
31/07/2017,0,0,0,0,0,0,0,27/07/2017,2.35,2.35,0,,0
30/07/2017,0,0,0,0,0,0,0,27/07/2017,2.35,2.35,0,,0
27/07/2017,2.26,2.35,2.26,2,"2,130","4,993.80",2.35,27/07/2017,2.38,2.35,-0.03,,-1.26
26/07/2017,0,0,0,0,0,0,0,23/07/2017,2.38,2.38,0,,0
25/07/2017,0,0,0,0,0,0,0,23/07/2017,2.38,2.38,0,,0
24/07/2017,0,0,0,0,0,0,0,23/07/2017,2.38,2.38,0,,0
23/07/2017,2.13,2.38,2.13,6,"83,000","188,557.68",2.38,23/07/2017,2.28,2.38,0.1,,4.39
20/07/2017,0,0,0,0,0,0,0,12/7/2017,2.28,2.28,0,,0
19/07/2017,0,0,0,0,0,0,0,12/7/2017,2.28,2.28,0,,0
18/07/2017,0,0,0,0,0,0,0,12/7/2017,2.28,2.28,0,,0
17/07/2017,0,0,0,0,0,0,0,12/7/2017,2.28,2.28,0,,0
16/07/2017,0,0,0,0,0,0,0,12/7/2017,2.28,2.28,0,,0
13/07/2017,0,0,0,0,0,0,0,12/7/2017,2.28,2.28,0,,0
12/7/2017,2.14,2.28,2.14,5,"6,926","15,583.44",2.28,12/7/2017,2.26,2.28,0.02,,0.88
11/7/2017,0,0,0,0,0,0,0,5/7/2017,2.26,2.26,0,,0
10/7/2017,0,0,0,0,0,0,0,5/7/2017,2.26,2.26,0,,0
