Date,Open Price,High,Low,No. of Trades,Volume,Value,Last Trade Price,Last Trade Date,Prev. Close,Closing Price,Net Change,,%
30/08/2017,5.61,5.62,5.61,3,"7,053","39,632.24",5.62,30/08/2017,5.62,5.62,0,,0
29/08/2017,5.52,5.62,5.52,14,"735,000","4,114,427.22",5.62,29/08/2017,5.58,5.62,0.04,,0.72
28/08/2017,5.54,5.58,5.52,20,"905,810","5,008,808.42",5.58,28/08/2017,5.54,5.58,0.04,,0.72
27/08/2017,5.54,5.62,5.54,16,"82,019","455,749.27",5.54,27/08/2017,5.55,5.54,-0.01,,-0.18
24/08/2017,5.58,5.58,5.53,14,"462,534","2,579,886.02",5.55,24/08/2017,5.61,5.55,-0.06,,-1.07
23/08/2017,5.6,5.61,5.55,10,"135,129","756,188.10",5.61,23/08/2017,5.6,5.61,0.01,,0.18
22/08/2017,5.52,5.62,5.52,5,"59,000","327,530.00",5.6,22/08/2017,5.52,5.6,0.08,,1.45
21/08/2017,5.53,5.53,5.51,9,"58,124","320,816.38",5.52,21/08/2017,5.52,5.52,0,,0
20/08/2017,5.51,5.55,5.51,6,"25,624","142,110.88",5.52,20/08/2017,5.51,5.52,0.01,,0.18
17/08/2017,5.6,5.61,5.51,45,"744,561","4,159,178.31",5.51,17/08/2017,5.67,5.51,-0.16,,-2.82
16/08/2017,5.65,5.68,5.6,16,"1,413,142","7,970,460.40",5.67,16/08/2017,5.61,5.67,0.06,,1.07
15/08/2017,5.62,5.79,5.61,12,"106,030","595,359.34",5.61,15/08/2017,5.63,5.61,-0.02,,-0.36
14/08/2017,5.71,5.71,5.63,25,"333,823","1,888,247.29",5.63,14/08/2017,5.71,5.63,-0.08,,-1.4
13/08/2017,5.7,5.83,5.69,20,"245,017","1,415,761.49",5.71,13/08/2017,5.73,5.71,-0.02,,-0.35
10/8/2017,5.72,5.73,5.7,13,"190,674","1,089,869.83",5.73,10/8/2017,5.71,5.73,0.02,,0.35
9/8/2017,5.79,5.85,5.7,23,"182,386","1,049,079.39",5.71,9/8/2017,5.78,5.71,-0.07,,-1.21
8/8/2017,5.76,5.8,5.76,23,"405,090","2,344,492.30",5.78,8/8/2017,5.76,5.78,0.02,,0.35
7/8/2017,5.74,5.76,5.71,18,"404,562","2,324,789.91",5.76,7/8/2017,5.71,5.76,0.05,,0.88
6/8/2017,5.73,5.76,5.71,9,"506,659","2,900,552.53",5.71,6/8/2017,5.76,5.71,-0.05,,-0.87
3/8/2017,5.75,5.8,5.7,17,"176,814","1,013,883.96",5.76,3/8/2017,5.7,5.76,0.06,,1.05
2/8/2017,5.72,5.77,5.7,21,"258,660","1,476,503.14",5.7,2/8/2017,5.84,5.7,-0.14,,-2.4
1/8/2017,5.89,5.89,5.71,16,"71,854","414,516.30",5.84,1/8/2017,5.89,5.84,-0.05,,-0.85
31/07/2017,5.85,5.9,5.81,46,"296,536","1,741,875.45",5.89,31/07/2017,5.85,5.89,0.04,,0.68
30/07/2017,5.65,5.85,5.65,56,"1,058,367","6,168,457.11",5.85,30/07/2017,5.7,5.85,0.15,,2.63
27/07/2017,5.67,5.75,5.65,68,"1,199,773","6,849,837.12",5.7,27/07/2017,5.67,5.7,0.03,,0.53
26/07/2017,5.6,5.73,5.6,60,"2,648,775","14,880,040.80",5.67,26/07/2017,5.6,5.67,0.07,,1.25
25/07/2017,5.59,5.65,5.58,40,"580,212","3,248,972.53",5.6,25/07/2017,5.57,5.6,0.03,,0.54
24/07/2017,5.5,5.59,5.5,19,"139,793","776,680.67",5.57,24/07/2017,5.54,5.57,0.03,,0.54
23/07/2017,5.59,5.59,5.5,30,"1,102,462","6,090,026.60",5.54,23/07/2017,5.55,5.54,-0.01,,-0.18
20/07/2017,5.55,5.59,5.53,16,"177,916","987,435.96",5.55,20/07/2017,5.51,5.55,0.04,,0.73
19/07/2017,5.5,5.51,5.48,20,"643,848","3,540,945.00",5.51,19/07/2017,5.47,5.51,0.04,,0.73
18/07/2017,5.42,5.54,5.42,32,"226,184","1,240,696.51",5.47,18/07/2017,5.43,5.47,0.04,,0.74
17/07/2017,5.41,5.43,5.39,16,"91,100","494,036.82",5.43,17/07/2017,5.39,5.43,0.04,,0.74
16/07/2017,5.36,5.41,5.36,15,"77,527","418,561.87",5.39,16/07/2017,5.32,5.39,0.07,,1.32
13/07/2017,5.4,5.4,5.25,37,"277,893","1,481,915.74",5.32,13/07/2017,5.39,5.32,-0.07,,-1.3
12/7/2017,5.26,5.39,5.26,24,"72,583","388,600.66",5.39,12/7/2017,5.34,5.39,0.05,,0.94
11/7/2017,5.24,5.35,5.24,13,"108,388","574,435.26",5.34,11/7/2017,5.25,5.34,0.09,,1.71
10/7/2017,5.3,5.35,5.25,35,"325,762","1,729,503.98",5.25,10/7/2017,5.23,5.25,0.02,,0.38
9/7/2017,5.2,5.25,5.2,30,"2,135,247","11,195,889.20",5.23,9/7/2017,5.25,5.23,-0.02,,-0.38
6/7/2017,5.28,5.28,5.25,24,"178,066","938,012.63",5.25,6/7/2017,5.28,5.25,-0.03,,-0.57
5/7/2017,5.29,5.3,5.28,12,"115,224","610,454.84",5.28,5/7/2017,5.3,5.28,-0.02,,-0.38
4/7/2017,5.31,5.32,5.28,25,"277,048","1,469,557.94",5.3,4/7/2017,5.31,5.3,-0.01,,-0.19
3/7/2017,5.31,5.36,5.31,12,"13,594","72,619.14",5.31,3/7/2017,5.3,5.31,0.01,,0.19
