Date,Open Price,High,Low,No. of Trades,Volume,Value,Last Trade Price,Last Trade Date,Prev. Close,Closing Price,Net Change,,%
30/08/2017,1.97,2.01,1.97,46,"1,055,279","2,098,031.35",2,30/08/2017,1.97,2,0.03,,1.52
29/08/2017,1.97,1.97,1.93,12,"277,029","537,027.13",1.97,29/08/2017,1.97,1.97,0,,0
28/08/2017,1.95,1.99,1.95,31,"754,320","1,487,732.10",1.97,28/08/2017,1.87,1.97,0.1,,5.35
27/08/2017,1.86,1.9,1.86,4,"31,000","57,850.00",1.87,27/08/2017,1.87,1.87,0,,0
24/08/2017,1.93,1.93,1.87,9,"125,545","234,979.15",1.87,24/08/2017,1.88,1.87,-0.01,,-0.53
23/08/2017,1.89,1.89,1.87,5,"78,000","146,500.00",1.88,23/08/2017,1.93,1.88,-0.05,,-2.59
22/08/2017,1.93,1.93,1.88,6,"77,368","145,778.49",1.93,22/08/2017,1.89,1.93,0.04,,2.12
21/08/2017,1.82,2.09,1.82,38,"703,173","1,356,209.51",1.89,21/08/2017,1.87,1.89,0.02,,1.07
20/08/2017,1.81,1.87,1.81,2,"2,336","4,244.24",1.87,20/08/2017,1.83,1.87,0.04,,2.19
17/08/2017,1.81,1.84,1.81,12,"253,153","463,673.52",1.83,17/08/2017,1.83,1.83,0,,0
16/08/2017,1.83,1.83,1.83,1,222,406.26,1.83,16/08/2017,1.79,1.83,0.04,,2.23
15/08/2017,1.78,1.82,1.73,11,"176,200","310,273.88",1.79,15/08/2017,1.82,1.79,-0.03,,-1.65
14/08/2017,1.83,1.85,1.8,14,"149,915","271,970.30",1.82,14/08/2017,1.88,1.82,-0.06,,-3.19
13/08/2017,1.84,1.92,1.83,70,"1,778,363","3,334,386.29",1.88,13/08/2017,1.84,1.88,0.04,,2.17
10/8/2017,1.82,1.84,1.82,3,"75,000","137,062.14",1.84,10/8/2017,1.83,1.84,0.01,,0.55
9/8/2017,1.76,1.83,1.76,6,"74,000","132,020.00",1.83,9/8/2017,1.83,1.83,0,,0
8/8/2017,0,0,0,0,0,0,0,3/8/2017,1.83,1.83,0,,0
7/8/2017,0,0,0,0,0,0,0,3/8/2017,1.83,1.83,0,,0
6/8/2017,0,0,0,0,0,0,0,3/8/2017,1.83,1.83,0,,0
3/8/2017,1.8,1.84,1.79,7,"94,237","170,377.05",1.83,3/8/2017,1.84,1.83,-0.01,,-0.54
2/8/2017,1.83,1.85,1.83,4,"44,185","80,910.40",1.84,2/8/2017,1.84,1.84,0,,0
1/8/2017,1.85,1.85,1.84,3,"50,542","93,297.28",1.84,1/8/2017,1.82,1.84,0.02,,1.1
31/07/2017,1.8,1.86,1.8,34,"694,005","1,269,057.22",1.82,31/07/2017,1.81,1.82,0.01,,0.55
30/07/2017,0,0,0,0,0,0,0,27/07/2017,1.81,1.81,0,,0
27/07/2017,1.8,1.81,1.8,3,"89,350","160,977.14",1.81,27/07/2017,1.79,1.81,0.02,,1.12
26/07/2017,1.79,1.79,1.79,1,"20,000","35,800.00",1.79,26/07/2017,1.79,1.79,0,,0
25/07/2017,1.79,1.79,1.79,2,"15,000","26,850.00",1.79,25/07/2017,1.83,1.79,-0.04,,-2.19
24/07/2017,0,0,0,0,0,0,0,23/07/2017,1.83,1.83,0,,0
23/07/2017,1.83,1.84,1.78,13,"247,315","450,510.70",1.83,23/07/2017,1.83,1.83,0,,0
20/07/2017,1.8,1.83,1.79,14,"211,965","381,443.24",1.83,20/07/2017,1.83,1.83,0,,0
19/07/2017,1.83,1.85,1.8,6,"141,000","258,230.00",1.83,19/07/2017,1.77,1.83,0.06,,3.39
18/07/2017,1.83,1.85,1.77,12,"291,500","523,856.41",1.77,18/07/2017,1.83,1.77,-0.06,,-3.28
17/07/2017,1.8,1.84,1.76,19,"189,295","340,996.24",1.83,17/07/2017,1.8,1.83,0.03,,1.67
16/07/2017,1.8,1.88,1.78,66,"1,155,816","2,124,930.27",1.8,16/07/2017,1.82,1.8,-0.02,,-1.1
13/07/2017,1.74,1.82,1.74,6,"34,100","60,246.82",1.82,13/07/2017,1.74,1.82,0.08,,4.6
12/7/2017,1.74,1.84,1.71,9,"100,177","173,819.31",1.74,12/7/2017,1.82,1.74,-0.08,,-4.4
11/7/2017,1.75,1.82,1.75,2,"19,177","33,587.75",1.82,11/7/2017,1.85,1.82,-0.03,,-1.62
10/7/2017,1.76,1.85,1.74,5,"43,472","77,045.68",1.85,10/7/2017,1.83,1.85,0.02,,1.09
9/7/2017,0,0,0,0,0,0,0,6/7/2017,1.83,1.83,0,,0
6/7/2017,1.83,1.83,1.83,1,100,183,1.83,6/7/2017,1.82,1.83,0.01,,0.55
5/7/2017,0,0,0,0,0,0,0,3/7/2017,1.82,1.82,0,,0
4/7/2017,0,0,0,0,0,0,0,3/7/2017,1.82,1.82,0,,0
3/7/2017,1.76,1.82,1.73,4,"26,000","45,338.61",1.82,3/7/2017,1.81,1.82,0.01,,0.55
2/7/2017,0,0,0,0,0,0,0,28/06/2017,1.81,1.81,0,,0
29/06/2017,0,0,0,0,0,0,0,28/06/2017,1.81,1.81,0,,0
28/06/2017,1.8,1.81,1.74,4,"17,250","30,161.00",1.81,28/06/2017,1.74,1.81,0.07,,4.02
22/06/2017,1.75,1.8,1.74,8,"329,300","573,108.16",1.74,22/06/2017,1.82,1.74,-0.08,,-4.4
21/06/2017,0,0,0,0,0,0,0,20/06/2017,1.82,1.82,0,,0
20/06/2017,1.76,1.82,1.75,3,"38,100","66,822.00",1.82,20/06/2017,1.83,1.82,-0.01,,-0.55
19/06/2017,1.82,1.83,1.82,2,"5,500","10,012.33",1.83,19/06/2017,1.83,1.83,0,,0
18/06/2017,1.8,1.83,1.8,2,"10,000","18,021.99",1.83,18/06/2017,1.8,1.83,0.03,,1.67
15/06/2017,1.75,1.8,1.75,7,"166,328","291,110.65",1.8,15/06/2017,1.84,1.8,-0.04,,-2.17
14/06/2017,1.84,1.84,1.84,1,200,368,1.84,14/06/2017,1.83,1.84,0.01,,0.55
13/06/2017,1.78,1.83,1.71,14,"106,880","188,065.66",1.83,13/06/2017,1.85,1.83,-0.02,,-1.08
12/6/2017,1.8,1.88,1.8,8,"77,100","138,900.00",1.85,12/6/2017,1.85,1.85,0,,0
11/6/2017,1.81,1.85,1.8,4,"37,500","67,575.00",1.85,11/6/2017,1.87,1.85,-0.02,,-1.07
8/6/2017,1.77,1.87,1.76,11,"277,325","500,484.00",1.87,8/6/2017,1.84,1.87,0.03,,1.63
7/6/2017,0,0,0,0,0,0,0,6/6/2017,1.84,1.84,0,,0
6/6/2017,1.78,1.84,1.78,2,"4,962","8,839.02",1.84,6/6/2017,1.86,1.84,-0.02,,-1.08
5/6/2017,1.82,1.86,1.71,7,"71,500","125,025.27",1.86,5/6/2017,1.89,1.86,-0.03,,-1.59
4/6/2017,1.82,1.92,1.81,7,"44,191","81,421.71",1.89,4/6/2017,1.87,1.89,0.02,,1.07
1/6/2017,1.87,1.87,1.87,2,"22,000","41,140.00",1.87,1/6/2017,1.86,1.87,0.01,,0.54
31/05/2017,1.83,1.86,1.83,4,"21,000","38,774.00",1.86,31/05/2017,1.82,1.86,0.04,,2.2
30/05/2017,1.85,1.85,1.8,7,"138,100","249,741.86",1.82,30/05/2017,1.83,1.82,-0.01,,-0.55
29/05/2017,1.84,1.84,1.82,3,"9,200","16,749.86",1.83,29/05/2017,1.8,1.83,0.03,,1.67
28/05/2017,0,0,0,0,0,0,0,25/05/2017,1.8,1.8,0,,0
25/05/2017,1.82,1.89,1.8,19,"190,843","345,825.89",1.8,25/05/2017,1.86,1.8,-0.06,,-3.23
24/05/2017,1.82,1.89,1.82,4,"24,177","44,866.53",1.86,24/05/2017,1.93,1.86,-0.07,,-3.63
23/05/2017,1.82,1.93,1.82,3,"14,375","26,170.75",1.93,23/05/2017,1.93,1.93,0,,0
22/05/2017,0,0,0,0,0,0,0,17/05/2017,1.93,1.93,0,,0
21/05/2017,0,0,0,0,0,0,0,17/05/2017,1.93,1.93,0,,0
18/05/2017,0,0,0,0,0,0,0,17/05/2017,1.93,1.93,0,,0
17/05/2017,1.89,1.93,1.88,7,"39,924","75,379.07",1.93,17/05/2017,1.91,1.93,0.02,,1.05
16/05/2017,1.9,1.91,1.9,3,"109,000","207,690.00",1.91,16/05/2017,1.91,1.91,0,,0
15/05/2017,1.86,1.93,1.81,17,"259,822","485,802.14",1.91,15/05/2017,1.88,1.91,0.03,,1.6
14/05/2017,1.82,1.93,1.82,9,"956,499","1,752,928.11",1.88,14/05/2017,1.9,1.88,-0.02,,-1.05
11/5/2017,0,0,0,0,0,0,0,10/5/2017,1.9,1.9,0,,0
10/5/2017,1.89,1.9,1.89,5,"150,000","284,750.00",1.9,10/5/2017,1.84,1.9,0.06,,3.26
9/5/2017,1.84,1.84,1.84,1,"10,000","18,400.00",1.84,9/5/2017,1.9,1.84,-0.06,,-3.16
8/5/2017,1.85,1.9,1.85,3,"17,924","33,278.64",1.9,8/5/2017,1.93,1.9,-0.03,,-1.55
7/5/2017,1.83,1.93,1.83,2,"7,924","14,600.92",1.93,7/5/2017,1.93,1.93,0,,0
4/5/2017,1.87,1.93,1.87,2,"5,750","10,782.50",1.93,4/5/2017,1.92,1.93,0.01,,0.52
3/5/2017,1.92,1.92,1.92,1,"7,924","15,214.08",1.92,3/5/2017,1.89,1.92,0.03,,1.59
2/5/2017,1.87,1.9,1.87,5,"286,386","541,819.54",1.89,2/5/2017,1.94,1.89,-0.05,,-2.58
1/5/2017,1.94,1.95,1.9,6,"194,829","372,245.10",1.94,1/5/2017,1.93,1.94,0.01,,0.52
30/04/2017,1.82,1.95,1.81,29,"568,999","1,081,385.37",1.93,30/04/2017,1.84,1.93,0.09,,4.89
27/04/2017,1.83,1.88,1.83,12,"252,420","465,386.56",1.84,27/04/2017,1.88,1.84,-0.04,,-2.13
26/04/2017,1.83,1.88,1.83,2,"25,333","46,376.04",1.88,26/04/2017,1.87,1.88,0.01,,0.53
25/04/2017,1.86,1.87,1.8,21,"504,884","926,688.80",1.87,25/04/2017,1.86,1.87,0.01,,0.54
24/04/2017,1.93,1.93,1.86,4,"129,000","240,410.00",1.86,24/04/2017,1.92,1.86,-0.06,,-3.12
20/04/2017,1.85,1.92,1.84,7,"124,786","230,673.92",1.92,20/04/2017,1.91,1.92,0.01,,0.52
19/04/2017,1.88,1.91,1.88,10,"192,598","363,208.90",1.91,19/04/2017,1.9,1.91,0.01,,0.53
18/04/2017,1.9,1.9,1.9,3,"75,002","142,503.80",1.9,18/04/2017,1.95,1.9,-0.05,,-2.56
17/04/2017,1.95,1.96,1.94,7,"93,000","180,910.00",1.95,17/04/2017,1.95,1.95,0,,0
16/04/2017,1.92,1.95,1.9,12,"219,000","419,880.00",1.95,16/04/2017,1.96,1.95,-0.01,,-0.51
13/04/2017,1.96,1.99,1.94,14,"270,802","528,906.32",1.96,13/04/2017,2.02,1.96,-0.06,,-2.97
12/4/2017,2.03,2.03,1.97,6,"159,360","314,549.10",2.02,12/4/2017,2,2.02,0.02,,1
11/4/2017,2.02,2.04,1.95,26,"502,183","1,006,909.48",2,11/4/2017,2.03,2,-0.03,,-1.48
10/4/2017,2.02,2.09,2.02,61,"2,717,042","5,612,097.19",2.03,10/4/2017,2.06,2.03,-0.03,,-1.46
9/4/2017,2,2.13,2,216,"7,954,956","16,590,689.93",2.06,9/4/2017,1.99,2.06,0.07,,3.52
6/4/2017,1.97,1.99,1.96,9,"127,486","250,078.23",1.99,6/4/2017,1.97,1.99,0.02,,1.02
5/4/2017,2,2.05,1.97,16,"267,889","532,901.41",1.97,5/4/2017,2,1.97,-0.03,,-1.5
4/4/2017,1.95,2.03,1.95,13,"118,245","234,923.60",2,4/4/2017,1.95,2,0.05,,2.56
3/4/2017,1.95,1.95,1.95,4,"65,556","127,834.20",1.95,3/4/2017,2.02,1.95,-0.07,,-3.47
2/4/2017,2.01,2.02,1.95,5,"50,100","98,302.00",2.02,2/4/2017,1.96,2.02,0.06,,3.06
