Date,Open Price,High,Low,No. of Trades,Volume,Value,Last Trade Price,Last Trade Date,Prev. Close,Closing Price,Net Change,,%
30/08/2017,8.45,8.52,8.45,418,"6,496,634","55,152,812.63",8.5,30/08/2017,8.46,8.5,0.04,,0.47
29/08/2017,8.39,8.48,8.39,285,"2,890,474","24,423,671.86",8.46,29/08/2017,8.43,8.46,0.03,,0.36
28/08/2017,8.4,8.43,8.35,257,"3,620,310","30,411,274.07",8.43,28/08/2017,8.43,8.43,0,,0
27/08/2017,8.52,8.54,8.43,178,"2,653,644","22,515,562.53",8.43,27/08/2017,8.53,8.43,-0.1,,-1.17
24/08/2017,8.41,8.59,8.41,419,"10,308,617","87,775,380.91",8.53,24/08/2017,8.42,8.53,0.11,,1.31
23/08/2017,8.37,8.45,8.37,224,"3,692,923","31,052,991.88",8.42,23/08/2017,8.32,8.42,0.1,,1.2
22/08/2017,8.3,8.36,8.27,264,"5,085,560","42,243,956.96",8.32,22/08/2017,8.27,8.32,0.05,,0.6
21/08/2017,8.4,8.42,8.25,278,"3,501,017","29,191,838.91",8.27,21/08/2017,8.42,8.27,-0.15,,-1.78
20/08/2017,8.35,8.43,8.35,118,"1,638,522","13,763,581.68",8.42,20/08/2017,8.44,8.42,-0.02,,-0.24
17/08/2017,8.31,8.46,8.29,197,"2,894,622","24,249,058.45",8.44,17/08/2017,8.34,8.44,0.1,,1.2
16/08/2017,8.25,8.34,8.23,196,"2,420,814","20,105,607.29",8.34,16/08/2017,8.26,8.34,0.08,,0.97
15/08/2017,8.3,8.35,8.23,260,"3,082,280","25,490,088.91",8.26,15/08/2017,8.25,8.26,0.01,,0.12
14/08/2017,8.35,8.35,8.25,195,"2,546,147","21,071,745.36",8.25,14/08/2017,8.3,8.25,-0.05,,-0.6
13/08/2017,8.35,8.37,8.3,150,"2,990,268","24,904,584.95",8.3,13/08/2017,8.42,8.3,-0.12,,-1.43
10/8/2017,8.33,8.45,8.32,159,"3,155,200","26,483,424.36",8.42,10/8/2017,8.35,8.42,0.07,,0.84
9/8/2017,8.33,8.43,8.33,157,"2,261,638","18,913,349.04",8.35,9/8/2017,8.33,8.35,0.02,,0.24
8/8/2017,8.33,8.37,8.31,113,"1,575,281","13,134,165.92",8.33,8/8/2017,8.35,8.33,-0.02,,-0.24
7/8/2017,8.39,8.4,8.31,210,"4,424,562","36,923,490.12",8.35,7/8/2017,8.42,8.35,-0.07,,-0.83
6/8/2017,8.38,8.49,8.35,125,"3,597,874","30,352,382.58",8.42,6/8/2017,8.38,8.42,0.04,,0.48
3/8/2017,8.5,8.53,8.38,429,"8,822,263","74,610,143.01",8.38,3/8/2017,8.49,8.38,-0.11,,-1.3
2/8/2017,8.38,8.49,8.32,431,"9,124,500","76,639,178.94",8.49,2/8/2017,8.39,8.49,0.1,,1.19
1/8/2017,8.24,8.39,8.24,437,"11,085,513","92,509,459.94",8.39,1/8/2017,8.24,8.39,0.15,,1.82
31/07/2017,8.14,8.28,8.14,350,"10,799,335","88,819,708.25",8.24,31/07/2017,8.15,8.24,0.09,,1.1
30/07/2017,8.1,8.18,8.1,227,"3,179,877","25,941,586.95",8.15,30/07/2017,8.14,8.15,0.01,,0.12
27/07/2017,8.11,8.16,8.11,125,"1,460,388","11,890,817.02",8.14,27/07/2017,8.16,8.14,-0.02,,-0.25
26/07/2017,8.13,8.17,8.1,120,"4,679,201","37,986,374.85",8.16,26/07/2017,8.15,8.16,0.01,,0.12
25/07/2017,8.19,8.19,8.08,202,"3,293,933","26,734,626.08",8.15,25/07/2017,8.18,8.15,-0.03,,-0.37
24/07/2017,8.16,8.19,8.09,167,"2,843,742","23,216,410.42",8.18,24/07/2017,8.1,8.18,0.08,,0.99
23/07/2017,8.06,8.15,8.05,171,"2,373,852","19,222,397.53",8.1,23/07/2017,8.1,8.1,0,,0
20/07/2017,8.2,8.2,8.05,240,"4,565,276","37,051,332.11",8.1,20/07/2017,8.19,8.1,-0.09,,-1.1
19/07/2017,8.12,8.2,8.12,349,"7,646,913","62,470,411.00",8.19,19/07/2017,8.11,8.19,0.08,,0.99
18/07/2017,8,8.14,7.99,339,"8,632,362","69,794,494.87",8.11,18/07/2017,8.01,8.11,0.1,,1.25
17/07/2017,7.93,8.01,7.93,312,"4,910,377","39,198,645.89",8.01,17/07/2017,7.97,8.01,0.04,,0.5
16/07/2017,7.91,8,7.91,115,"1,940,817","15,445,098.81",7.97,16/07/2017,7.94,7.97,0.03,,0.38
13/07/2017,7.87,8,7.87,487,"7,666,638","60,997,853.30",7.94,13/07/2017,7.86,7.94,0.08,,1.02
12/7/2017,7.78,7.88,7.78,548,"4,757,854","37,323,200.45",7.86,12/7/2017,7.78,7.86,0.08,,1.03
11/7/2017,7.78,7.79,7.76,131,"1,905,847","14,819,787.91",7.78,11/7/2017,7.74,7.78,0.04,,0.52
10/7/2017,7.8,7.83,7.73,175,"3,123,691","24,259,135.15",7.74,10/7/2017,7.74,7.74,0,,0
9/7/2017,7.76,7.79,7.73,98,"779,434","6,042,569.26",7.74,9/7/2017,7.77,7.74,-0.03,,-0.39
6/7/2017,7.81,7.82,7.74,128,"1,955,433","15,193,710.67",7.77,6/7/2017,7.88,7.77,-0.11,,-1.4
5/7/2017,7.8,7.88,7.75,360,"4,698,301","36,772,457.60",7.88,5/7/2017,7.8,7.88,0.08,,1.03
4/7/2017,7.89,7.9,7.8,225,"3,523,830","27,601,240.31",7.8,4/7/2017,7.9,7.8,-0.1,,-1.27
3/7/2017,7.75,7.9,7.75,254,"6,411,211","50,434,158.28",7.9,3/7/2017,7.75,7.9,0.15,,1.94
2/7/2017,7.78,7.79,7.72,148,"2,618,174","20,279,929.02",7.75,2/7/2017,7.78,7.75,-0.03,,-0.39
29/06/2017,7.81,7.87,7.72,338,"5,307,949","41,293,445.90",7.78,29/06/2017,7.79,7.78,-0.01,,-0.13
28/06/2017,7.9,7.93,7.79,580,"4,201,961","32,987,002.92",7.79,28/06/2017,7.9,7.79,-0.11,,-1.39
22/06/2017,7.92,7.92,7.82,333,"4,973,383","39,119,563.54",7.9,22/06/2017,7.95,7.9,-0.05,,-0.63
21/06/2017,7.93,7.97,7.92,334,"4,587,968","36,438,756.50",7.95,21/06/2017,7.98,7.95,-0.03,,-0.38
20/06/2017,8,8.08,7.95,236,"7,001,657","55,980,393.11",7.98,20/06/2017,8.03,7.98,-0.05,,-0.62
19/06/2017,7.93,8.06,7.9,512,"10,996,550","88,014,195.56",8.03,19/06/2017,7.93,8.03,0.1,,1.26
18/06/2017,8,8,7.9,127,"3,367,361","26,693,035.76",7.93,18/06/2017,8,7.93,-0.07,,-0.88
15/06/2017,7.86,8.02,7.83,839,"24,698,111","196,958,859.83",8,15/06/2017,7.9,8,0.1,,1.27
14/06/2017,7.86,7.92,7.85,426,"8,785,095","69,298,402.85",7.9,14/06/2017,7.91,7.9,-0.01,,-0.13
13/06/2017,7.88,7.92,7.83,467,"10,542,529","83,155,194.88",7.91,13/06/2017,7.83,7.91,0.08,,1.02
12/6/2017,7.6,7.88,7.6,713,"19,339,595","150,270,450.15",7.83,12/6/2017,7.6,7.83,0.23,,3.03
11/6/2017,7.58,7.68,7.58,290,"6,452,269","49,190,128.62",7.6,11/6/2017,7.58,7.6,0.02,,0.26
8/6/2017,7.6,7.72,7.58,802,"17,130,691","131,308,145.71",7.58,8/6/2017,7.6,7.58,-0.02,,-0.26
7/6/2017,7.31,7.72,7.31,"1,484","62,522,418","470,289,555.83",7.6,7/6/2017,7,7.6,0.6,,8.57
6/6/2017,7.04,7.04,6.96,402,"7,979,714","55,774,746.44",7,6/6/2017,7.1,7,-0.1,,-1.41
5/6/2017,7.13,7.15,6.96,406,"12,306,868","86,869,399.39",7.1,5/6/2017,7.17,7.1,-0.07,,-0.98
4/6/2017,7.18,7.22,7.15,67,"530,421","3,810,888.54",7.17,4/6/2017,7.18,7.17,-0.01,,-0.14
1/6/2017,7.21,7.21,7.15,259,"5,362,265","38,429,093.43",7.18,1/6/2017,7.11,7.18,0.07,,0.98
31/05/2017,7.18,7.2,7.11,441,"12,395,078","88,549,354.47",7.11,31/05/2017,7.18,7.11,-0.07,,-0.97
30/05/2017,7.2,7.21,7.15,272,"3,685,033","26,437,078.98",7.18,30/05/2017,7.18,7.18,0,,0
29/05/2017,7.15,7.2,7.15,221,"3,785,163","27,190,148.10",7.18,29/05/2017,7.15,7.18,0.03,,0.42
28/05/2017,7.21,7.24,7.13,150,"2,917,009","20,939,918.79",7.15,28/05/2017,7.24,7.15,-0.09,,-1.24
25/05/2017,7.29,7.32,7.2,221,"5,140,259","37,302,779.18",7.24,25/05/2017,7.27,7.24,-0.03,,-0.41
24/05/2017,7.34,7.37,7.27,210,"3,596,190","26,342,405.32",7.27,24/05/2017,7.33,7.27,-0.06,,-0.82
23/05/2017,7.43,7.49,7.33,164,"2,334,258","17,201,537.33",7.33,23/05/2017,7.44,7.33,-0.11,,-1.48
22/05/2017,7.44,7.51,7.44,201,"2,480,388","18,548,379.24",7.44,22/05/2017,7.43,7.44,0.01,,0.13
21/05/2017,7.47,7.54,7.42,109,"1,951,269","14,573,931.56",7.43,21/05/2017,7.46,7.43,-0.03,,-0.4
18/05/2017,7.41,7.49,7.41,182,"2,695,119","20,101,647.79",7.46,18/05/2017,7.52,7.46,-0.06,,-0.8
17/05/2017,7.41,7.52,7.38,360,"6,907,152","51,672,454.25",7.52,17/05/2017,7.42,7.52,0.1,,1.35
16/05/2017,7.44,7.45,7.4,250,"5,341,673","39,653,636.25",7.42,16/05/2017,7.42,7.42,0,,0
15/05/2017,7.46,7.5,7.41,294,"5,196,851","38,745,449.56",7.42,15/05/2017,7.46,7.42,-0.04,,-0.54
14/05/2017,7.46,7.48,7.41,110,"1,307,069","9,727,740.62",7.46,14/05/2017,7.49,7.46,-0.03,,-0.4
11/5/2017,7.44,7.49,7.44,266,"10,266,241","76,615,589.71",7.49,11/5/2017,7.41,7.49,0.08,,1.08
10/5/2017,7.39,7.44,7.35,"1,013","21,305,484","157,508,855.18",7.41,10/5/2017,7.4,7.41,0.01,,0.14
9/5/2017,7.3,7.4,7.3,321,"6,785,424","49,938,741.99",7.4,9/5/2017,7.32,7.4,0.08,,1.09
8/5/2017,7.3,7.34,7.27,156,"2,151,287","15,706,066.05",7.32,8/5/2017,7.3,7.32,0.02,,0.27
7/5/2017,7.33,7.34,7.26,157,"2,827,632","20,653,811.28",7.3,7/5/2017,7.28,7.3,0.02,,0.27
4/5/2017,7.4,7.4,7.28,187,"3,481,800","25,495,153.27",7.28,4/5/2017,7.41,7.28,-0.13,,-1.75
3/5/2017,7.39,7.44,7.34,295,"3,963,530","29,344,842.55",7.41,3/5/2017,7.44,7.41,-0.03,,-0.4
2/5/2017,7.33,7.47,7.33,512,"9,021,940","66,958,845.64",7.44,2/5/2017,7.35,7.44,0.09,,1.22
1/5/2017,7.28,7.35,7.28,228,"3,938,964","28,790,552.72",7.35,1/5/2017,7.28,7.35,0.07,,0.96
30/04/2017,7.17,7.28,7.16,161,"2,570,833","18,630,987.66",7.28,30/04/2017,7.18,7.28,0.1,,1.39
27/04/2017,7.25,7.27,7.17,260,"4,124,282","29,755,102.68",7.18,27/04/2017,7.2,7.18,-0.02,,-0.28
26/04/2017,7.15,7.26,7.12,359,"6,014,593","43,296,260.93",7.2,26/04/2017,7.24,7.2,-0.04,,-0.55
25/04/2017,7.24,7.35,7.23,361,"5,207,708","37,850,917.55",7.24,25/04/2017,7.23,7.24,0.01,,0.14
24/04/2017,7.46,7.46,7.22,460,"7,290,878","53,343,652.88",7.23,24/04/2017,7.4,7.23,-0.17,,-2.3
20/04/2017,7.42,7.48,7.36,210,"4,715,440","34,977,039.03",7.4,20/04/2017,7.57,7.4,-0.17,,-2.25
19/04/2017,7.41,7.58,7.4,441,"11,257,523","84,771,063.86",7.57,19/04/2017,7.47,7.57,0.1,,1.34
18/04/2017,7.27,7.49,7.27,536,"9,776,970","72,534,513.02",7.47,18/04/2017,7.23,7.47,0.24,,3.32
17/04/2017,7.22,7.32,7.22,89,"1,090,592","7,898,029.06",7.23,17/04/2017,7.21,7.23,0.02,,0.28
16/04/2017,7.26,7.29,7.2,98,"1,923,578","13,929,316.93",7.21,16/04/2017,7.25,7.21,-0.04,,-0.55
13/04/2017,7.35,7.35,7.25,302,"4,061,266","29,543,858.22",7.25,13/04/2017,7.35,7.25,-0.1,,-1.36
12/4/2017,7.36,7.42,7.3,277,"3,641,138","26,798,202.06",7.35,12/4/2017,7.38,7.35,-0.03,,-0.41
11/4/2017,7.46,7.48,7.38,126,"1,460,150","10,826,532.50",7.38,11/4/2017,7.45,7.38,-0.07,,-0.94
10/4/2017,7.48,7.49,7.45,156,"1,971,058","14,729,241.42",7.45,10/4/2017,7.49,7.45,-0.04,,-0.53
9/4/2017,7.47,7.49,7.45,124,"2,090,924","15,632,810.02",7.49,9/4/2017,7.47,7.49,0.02,,0.27
6/4/2017,7.45,7.49,7.4,200,"2,711,956","20,151,155.73",7.47,6/4/2017,7.5,7.47,-0.03,,-0.4
5/4/2017,7.44,7.5,7.43,348,"4,905,867","36,660,484.99",7.5,5/4/2017,7.44,7.5,0.06,,0.81
4/4/2017,7.31,7.44,7.31,146,"3,618,294","26,739,372.65",7.44,4/4/2017,7.35,7.44,0.09,,1.22
3/4/2017,7.22,7.35,7.22,235,"6,120,930","44,757,368.73",7.35,3/4/2017,7.22,7.35,0.13,,1.8
2/4/2017,7.29,7.3,7.22,103,"3,793,479","27,445,649.81",7.22,2/4/2017,7.3,7.22,-0.08,,-1.1
30/03/2017,7.27,7.3,7.23,265,"4,886,851","35,514,985.91",7.3,30/03/2017,7.22,7.3,0.08,,1.11
29/03/2017,7.2,7.22,7.13,245,"5,016,521","36,071,515.22",7.22,29/03/2017,7.2,7.22,0.02,,0.28
28/03/2017,7.27,7.27,7.19,185,"2,790,133","20,160,324.60",7.2,28/03/2017,7.27,7.2,-0.07,,-0.96
27/03/2017,7.24,7.27,7.18,192,"3,316,771","23,908,890.81",7.27,27/03/2017,7.27,7.27,0,,0
26/03/2017,7.25,7.27,7.2,114,"2,574,124","18,594,713.88",7.27,26/03/2017,7.25,7.27,0.02,,0.28
23/03/2017,7.32,7.32,7.23,221,"3,887,625","28,178,948.41",7.25,23/03/2017,7.33,7.25,-0.08,,-1.09
22/03/2017,7.34,7.34,7.22,419,"7,205,207","52,311,563.24",7.33,22/03/2017,7.35,7.33,-0.02,,-0.27
21/03/2017,7.29,7.36,7.28,278,"3,808,956","27,950,495.49",7.35,21/03/2017,7.3,7.35,0.05,,0.68
20/03/2017,7.36,7.36,7.29,473,"8,639,436","63,169,138.49",7.3,20/03/2017,7.29,7.3,0.01,,0.14
19/03/2017,7.49,7.49,7.28,496,"7,091,365","52,162,760.92",7.29,19/03/2017,7.49,7.29,-0.2,,-2.67
16/03/2017,7.35,7.49,7.35,399,"13,585,332","100,772,819.04",7.49,16/03/2017,7.29,7.49,0.2,,2.74
15/03/2017,7.25,7.35,7.25,327,"5,054,497","36,857,981.30",7.29,15/03/2017,7.25,7.29,0.04,,0.55
14/03/2017,7.27,7.27,7.21,404,"5,066,671","36,669,501.63",7.25,14/03/2017,7.26,7.25,-0.01,,-0.14
13/03/2017,7.25,7.3,7.13,737,"15,353,273","110,564,470.67",7.26,13/03/2017,7.24,7.26,0.02,,0.28
12/3/2017,7.27,7.3,7.22,184,"3,808,478","27,623,042.43",7.24,12/3/2017,7.34,7.24,-0.1,,-1.36
9/3/2017,7.3,7.38,7.29,264,"3,900,034","28,538,978.15",7.34,9/3/2017,7.33,7.34,0.01,,0.14
8/3/2017,7.36,7.42,7.15,259,"6,878,617","50,018,457.47",7.33,8/3/2017,7.36,7.33,-0.03,,-0.41
7/3/2017,7.51,7.51,7.36,641,"11,116,369","82,314,548.00",7.36,7/3/2017,7.65,7.36,-0.29,,-3.79
6/3/2017,7.55,7.67,7.54,128,"1,896,800","14,415,740.38",7.65,6/3/2017,7.55,7.65,0.1,,1.32
5/3/2017,7.61,7.62,7.53,218,"2,017,509","15,292,463.73",7.55,5/3/2017,7.62,7.55,-0.07,,-0.92
